Movie,Review
Red Corner (1997),"I remember watching the trailer for this... I've seen it more times than I've bothered to count, since it's on several films I have on VHS from that period(and I *love* trailers, I rarely surpass any chance to watch them). So the trailer for this film was in my mind for a long time before I realized what it was about or even what the title was. To this day, I can pretty much remember the entire trailer, despite the fact that I haven't seen it in at least three to five years. I believe this was the first place I ever saw Gere, and I know it was the first place I saw Bai. I don't know when I first saw this film, or if I did, really, before tonight. I had a feeling of deja-vu through some scenes, but if I have indeed seen this film before, it certainly can't have made much of a lasting impression on me. Whether that is the fault of the film or merely a sign of me having a quite low interest in political matters in my younger days, I leave up to debate. The plot is quite well-written, and mostly realistic and plausible, if a bit aimed at the Chinese legal system and the people in general(I realize that they and their system is a Communist one, but this does seem a tad over the top, exaggerated). The film also contains a bit too much Hollywood for an otherwise quite realistic depiction of another country's court and legal system, one that is in stark contrast to that of the American system. Some forced(granted, the chemistry is most definitely there), not to mention quite unlikely, romance, a chase scene, etc. The pacing is solid. The acting is top-notch. The writing and direction are marred by obvious sinophobia - hate and fear of China - and a lack of objectivity when dealing with this subject. The writer obviously did extensive research into the culture and court system for this film, but unfortunately, these truths are mixed with preconceptions and prejudice of said system(and possibly of the culture as well), making for a skewed perspective of the reality of the Chinese courts and prisons. The cinematography and editing are quite impressive, not too flashy but intense and effective when the occasion calls for them to be. All in all, a pretty good court-room thriller with all the elements, but the anti-Communism just seems a tad too extreme. I recommend this to fans of thrillers, Richard Gere and politically themed dramas... just watch out, or you might get caught in the maelstrom of blind hatred towards China. 7/10"
Jumanji (1995),"A child living in an up-and-coming town in the 1960's discovers a crate which was buried a long time ago (1869 - as established at the start of the film). Inside the crate is a board game. One night, he and his friend Sarah, start playing the board game. The board game, however, isn't all it seems to be, as the children soon learn. Allan is sucked into the board game and Sarah is chased out of the house by bats. Twenty six years things are different. The town is a run-down ghost of its previous self, the disappearance of Allan is a folklore in which his dad supposedly cut him into pieces and hid his body parts, and Sarah is a psychic with emotional issues as nobody believed what she witnessed as a child. Allan's old house has new inhabitants. Orphaned children and their aunt are moving in. The children discover the board game and start playing. Unbeknown to them, they free Allan Parrish, now, much older. They also free the board game to continue its mayhem and chaos in a jungle theme. To stop all the mayhem and chaos they must first finish the game, to finish the game they need all the players, including Sarah. All the random events that the board game throws up come face to face with modern 1990's living.

This is a great family film from the 1990's and is a lot of fun for everybody. It used special effect techniques at the time which were revolutionary but haven't aged that well. The story and plot too are a bit generic, but are by no means weak - just occasionally predictable (but hey, it's a family film, it's hardly going to randomly kill off half the cast). The casting and acting throughout was good. I'm not usually a fan of Robin Williams because I tended to find his approach a little to full-on and in-your-face, in this film however he has a wider array of emotions to show off. As well as Williams, there are stars of yester-year and the future littered amongst the scenes, notably Kirsten Dunst appears as a child actor here. It's clear to see why this was a blockbuster of its time.

Beyond the obvious situations/events on-screen which younger audiences will primarily follow, there are more subtle events unfolding which offer a lot of depth to film savvy minds; such as multiverse's, fragmented realities, time travel, butterfly effects, inanimate objects with powers. Packaged the way it is, there is something for all in this classic.

FTR, I'm watching this as an adult in 2018, prior to watching the current Jumanji film, although some of the effects in this original look a little dated, it's nothing that'll put you off. I can confidently say that almost twenty years after it was released, this film is as good as it was in the 1990's. 7 out of 10 from me, thanks for reading and enjoy"
Father of the Bride Part II (1995),"The other day I was renting Father of the Bride and I figured to go ahead and grab the sequel. The great thing about it is that the original cast was back so I thought this had a good chance of being as good as the first. So I watched the first Father of the Bride and really loved it, so I watched Part 2 right afterwards, I have to say this movie is a bit unbelievable. Now getting pregnant the same time as your mother, it's cool, I can believe it because my grandmother and great grandmother were both pregnant at the same time, but they didn't give birth at the same time at the same hospital. That just seemed a little too ""coincidental"" and out of the blue. But Father of the Bride Part 2 still delivers good laughs even if the plot is predictable and unbelievable.

George and the family are doing well and are just enjoying life, he's even grown to like Bryan. When Annie and Bryan come over, they announce big news that they are pregnant, everyone is so excited, except for George who has just accepted his daughter being married, now he's going to be a grandpa? But the plot thickens, Nina is pregnant too with George's baby, like mother, like daughter, and when Bryan has to go out of town for work, George has to take over, but with Franck Eggelhoffer's help, that won't be too hard.

Father of the Bride Part 2 is predictable and like I said it does get ridicules at times, but it still is a fun film for you and the family. I have to admit that the ending was very sweet, but I won't give that away, you'll have to see for yourself. Steve Martin, I felt so bad for him how hard he was trying to take care of his wife and daughter at the same time, poor guy. Franck Eggelhoffer really delivers the laughs this round, he and Steve, when George falls asleep and Annie goes into labor, Franck tries to carry George and has a hard time is so funny. Fater of the Bride Part 2 is worth the time and look, it's a cute movie over all.

5/10"
Fair Game (1995),"****SPOILERS***** Action packed police movie set in Florida about a group of mobsters consisting of ex-KGB agents led by former KBG agent Kazak, Steven Berkoff. The mobsters use an off-shore freighter, The Tortugo, to tap into underwater bank cables and steal millions of dollars in bank transactions. That plan falls apart when the feisty and pretty civil lawyer Kate McQueen, Cindy Crawford, got in their way and had to be eliminated in order for them to keep up their illegal activities.

Attempting to assassinate Kate at the beginning of the movie as she was jogging down swanky Ocean Drive she has Homicide Detective Max Kirpatrick, William Baldwin, assigned to be with her around the clock to watch protect and defend her, it's a real hard job but somebody's got to do it, against other attempts on her life. This gang of ex-KGB thugs really mean business as they blow up half of South Florida to get the pair, Max & Kate. As usual, in the movies, Max & Kate are always one step ahead of them and the mobsters no matter how much men and firepower as well as electronic equipment that they have are no match against the two who have almost nothing but the clothes on their back, and some times not even that, to fight them with. Far more violent then most action police movies with almost the entire cast wiped out, with the exception of Max & Kate of course, by the ending credits.

The action scenes of ""Fair Game"" are a lot like the old Saturday afternoon cliff-hangers with Max & Kate looking like they've had it and then just getting away from the bad guys every fifteen or so minutes in the movie. The bad guys are as bad as they can get in what they do and try to do, you can just imagine anyone trying to hurt or kill Cindy Crawford has to be the biggest enemy against hu-MAN-ity in history.

The last half-hour of the movie is non-stop action on the roads and highways as well as railroad trains and ships in the South Florida area with the most graphic boat sinking since, even though movie was made in 1995 but I haven't seen it until 2004, the movie ""Titanic"" in 1997.

Outlandish but at the same time ironic ending with the head gangster Kazak instead of trying to escape the sinking and exploding ship tries to punch into the ships computer the information that he needs to complete his illegal bank transaction of almost one billion dollars! All this with him knowing very well that he won't make it out alive by taking so much time doing it! It's as if Kazak just wanted to die rich."
Screamers (1995),"Screamers from 1995 based on the Phillip K. Dick short story ""Second Variety"" follows Hendricksson(Peter Weller) on the planet Sirius 6b, a once thriving mining operation now the setting for an uneasy standoff between two factions the Alliance and the New Economic Bloc(N.E.B.). Hendricksson has grown weary of the cold war taking a passive approach to the situation while allowing self replicating killing machines known as Screamers to bear the brunt of the burden, but when an opportunity arrives to possibly end the cold war he travels to the N.E.B. base in the hopes of kickstarting negotiations only to find that other forces are at play that pose a threat to both factions.

The movie in its opening act is terrific in setting up its world and characters on its relatively shoestring budget. Sirius 6b is a desolate wasteland where the the only inhabitants are soldiers who's only relief from the boredom are the occasional skirmishes with N.E.B. forces or screeches from the titular screamers to break up the monotony. Weller in particular does a good job as the battle weary commander Hendricksson and in the opening half of the film we get some great world building and atmosphere taking us through the desolation and ruination of this once thriving mining colony.

Unfortunately at about the half way point the movie begins to wear its influences on its sleeves as it begins to try cramming in the paranoia from John Carpenter's The Thing, the military intensity of Aliens, and even some transhumanist themes from fellow Dick adaptation Blade Runner. The second half is so chaotic and overly cluttered that it ceases feeling like its own story and instead feels like a cut and paste job of the previous 10 years worth of science fiction films. Even the design of some of the Screamers become blatantly Giger-esque not helping the Aliens comparisons.

Screamers is not a bad movie, there's genuine trade craft on display and there's clear passion in front of and behind the camera, but one can't help feeling a sense of deja vu thinking they've seen this movie before but better. It's perfectly serviceable as a rental, but you'll most likely forget having seen it in about a day."
Beautiful Girls (1996),"(Maybe you should read this after watching the movie. I don't know if reading it before will spoil it for you--I doubt it, in fact, but you never know.)

Being the typical unmarried man, I rented ""Beautiful Girls"" because of its attractive title. I had no idea it could be so moving or endearing. I may be just getting soft, but it was one of the few films I have thought about for more than 72 hours after I saw it.

Aside from all the sexual content, swearing, etc., the dialogue between Marty (the now beautiful Natalie Portman) and Willie (my favorite actor, Timothy Hutton) is nothing short of astounding. Willie is enchanted and attracted to this little 13-year old girl next door. As they exchange more and more conversation, he realizes her great potential and even dreams about how he might just be able to wait ten years and maybe marry her.

The scene in which Willie discusses his feelings with Mo, his married friend was the turning point of the story. Willie realizes that, even if she had a love-at-first-sight crush on him, she would drift away as she matures; she would find someone closer to her own age, and Willie would become just some silly old man she met when she was young and had a ridiculous, immature attraction to. He realizes that by just being her friend, he will be able to keep her in a much more real way than if he tries to wait for her to be his lover.

But the one scene I will remember forever, the most perfect scene in the entire movie, in which the dialogue seemed neither forced nor over-elongated, was the scene in the ice-skating rink with Marty and Willie. Marty tells Willie all the things he would have liked to hear before his talk with Mo. She would marry him after they waited five years, etc. The association Willie makes with Winnie the Pooh and Christopher Robins is so beautiful it almost made me cry. (Not really, but you get the point). He gives her a good taste of reality, and she seems mature enough to understand.

In a later scene, Willie tells Marty that he would like to continue being a friend, even a mentor to her, and he has total confidence that whatever she does will be amazing.

There are about three other stories intertwined into the movie, but the Portman-Hutton line stands out as the superior.

Overall, a wonderful movie to which they should have given a title that would attract people with the ability to be moved.

P.S. The funniest part of the entire movie is the confused look Willie and Paul exchange after Mo gives unusually-phrased threats to Steven, who beat up their friend. You have to have seen the movie to understand"
Happy Gilmore (1996),"Golf is dreadfully boring. Thankfully, films like Caddyshack and Happy Gilmore posses ambition to bring fun to the green. Both are fresh ideas that use their actors to motivate their screenplay. Unfortunately, Happy Gilmore manages to drive itself into the high grass area shortly when the game commences. Let's watch...

Happy Gilmore is often cited as ""Sandler's funniest film."" I'm not sure he has one. I recently did a fairly lengthy blog post on the subject of Sandler's films and tried my hardest to find the one that made me laugh and enjoy thoroughly. I'd probably say his best piece of work had to be Funny People. Was it funny? Not a whole lot, but it was enjoyable and a step in the right direction Sandler quickly abandoned.

The story of Happy Gilmore is simple; a loud, energetic, aspiring hockey player of the same name takes up golf when he finds out he has a powerful swing. He has serious anger management issues, and because of that, somehow, he attracts the gorgeous Julie Bowen, who plays a Public Relations Director, and also, a fellow golf player named Shooter McGavin (McDonald) who wants Gilmore off the face of the golf world.

What Gilmore desperately wants to accomplish is getting $270,000 so he can buy back his grandmother's house that was recently taken away by the IRS because of failure to meet tax payments over the last decade.

There's the setup, compiled of the obligatory sports movie and love story clichés, but the main problem is, well, Sandler's character. The Happy Gilmore character is odd, annoying, and aggravating. This is what you call a film's desperate attempt at comedy. Gilmore is easily fatigued, which is why his character is seriously hard to like or side with. The character gets into fights every few minutes, resulting in lame, cartoonish blows to the face and also to Sandler's personal ego.

It seems the film couldn't succeed in the writing portion and went immediately to the punching, kicking, ""things didn't go my way"" kind of slapstick. Keep in mind that if you read many of my reviews you'll know I am a fan of silly slapstick. It takes a certain mood and a very likable lead actor to pull off good slapstick. I wonder if Chris Farley could've brought more coherent likability to the Happy Gilmore character.

Also, the product placement is shamefully explicit. I'm aware it's golf, and like every other sport, is known to display product placement around the field, but when doing it in a film it appears that some of the big name companies are put in for the money - not the realism of the source material. Especially the utterly shameless marketing for Subway. Have mercy.

When compared to present day Adam Sandler, Happy Gilmore has a harmless innocence to it. It's not harmful in any way, except maybe your tolerance level. Sandler finds will be at home with this, while others will search the screenplay high and low for the real humor.

But, the film does deliver laughs, just not consistently. There's nothing more uncomfortable than watching a comedy, that is supposed to be funny, but isn't. Happy Gilmore gets laughs, but a lot of them aren't distinct in any way. I think the most memorable scene is when Bob Barker and Happy Gilmore square off on the green. I think one of Barker's lines before the scene should've been ""humor, come on down!"" Starring: Adam Sandler, Julie Bowen, Christopher McDonald, and Carl Weathers. Directed by: Dennis Dugan."
Boomerang (1992),"This film surprised me. I wouldn't expect a film starring Eddie Murphy, Martin Lawrence, David Alan Grier, Halle Berry and Robin Givens to be an amusing, quirky, and well-acted film. Each of them have talent in their own right, but are normally type-cast actors who are predictable in terms of what to expect. Well Grier, Givens and Berry gave no surprises. And Martin Lawrence, though he played his role to a tee, was pretty much Martin Lawrence. The real surprise was Murphy. This is the true Eddie Murphy charisma. A character that is beyond what I would normally expect from him, this film proves that he has talent, and was pretty much the peak of his career. If for no other reason than because it's not simply another goofy comedy a la Golden Child or Coming to America. Those films are really funny, but here, Murphy proves that he can act, too...and I don't think he's ever done it again. The problems with this film were few. The supporting cast were fairly strong...even though some were quite predictable in terms of character, they still worked out well. Robin Givens was a bit one-dimensional, but she served her purpose well. David Alan Grier was a weakness; he went overboard in this role; he played the same role in a much stronger manner (also opposite Halle Berry) in Strictly Business. And the smaller roles were all amusing: Grace Jones was hilarious, especially the restaurant scene! Leonard Jackson's facial expressions were priceless, John Witherspoon was great (as was the whole Thanksgiving dinner!!) and Geoffrey Holder was funny and charismatic as the quirky commercial designer, Nelson. So what were the problems? Well the length was an issue. This film could've been 20-30 minutes shorter; two hours is just too much. Start by cutting out the sex scenes, they were yawnable and pretty much useless. Look It's Robin Givens in her panties. Look it's Robin Givens in her panties again. And guess what? Yup, three time's the charm, Robin Givens in her panties once again...granted, Robin Givens is quite the looker, but not on top of Eddie Murphy. And this film really didn't need it. While we're at it, you can take out the whole Eartha Kitt-Eddie Murphy seduction scene. Could have been done in a quarter of the time, and frankly the whole scene still makes me shudder;) As well, the cinematography was poor, with generic shots an choppy cuts (and worse fades). Now, I don't expect art-school experimentation, nor do I expect Coen Brothers quality, but they could've at least made it look pretty. The scenes are nice, but they do nothing with them. This is textbook film-making. All in all, the film is a fun watch. The scenes that are on are *really* on; absolutely hilarious. As it is the film's quite good. Cut out even fifteen minutes and the film would be so much better! 7/10"
"Addiction, The (1995)","In the sister film to the Funeral philosophy student Kathleen Conklin is dragged into an alley and bitten by Casanova and left to bleed. Despite hospital care she begins to change and have strange desires. With her desires controlling her turns to Peina for help.

A sister film in that both film share a crew, a writer and some of the cast. The genres are very different but the themes are the same  religion and redemption. The vampire thing isn't played like it usually is  stakes through the heart etc, these are mentioned but not laboured. Instead the story is about the origins of sin and the extent it controls us and how we can be redeemed. It cleverly uses the vampire myth as an allegory for wider human evil  `We are not sinners because we sin, we sin because we are sinners. We aren't evil because we do evil, we do evil because we are evil'.

At times it gets a little heavy  the ending in particular takes some interpretation and the message can be easily misunderstood. However ignoring the message this also stands up as a great vampire film  the party which turns into a massacre is as good (if not better) then the nightclub opening of Blade, and much more meaningful to boot. Ferrara is a master director who has never followed the money to blockbusters  here he is in total control of his themes and the film rarely loses focus. His clever use of music is also good  a blend of all styles. The theme song feels like it's going to be a 1980's romantic comedy, but this blends straight into hip-hop and others to create a mix that never feels strange  in fact a baseline seems to run under the whole film like a heartbeat.

Lili Taylor is on top form as Conklin and commands attention the whole time. Walken and Sciorra are both good but have less screen time than in the Funeral, however here, as there, they have key lines of dialogue that carry tremendous weight. Sopranos co-stars Falco and Imperioli are both good but are no more than bit players. The real stars are Ferrara and writer Nicolas St John, who wrote this and The Funeral after the death of his son.

Overall this is a great film that serves up more for thought than for action. To this end it won't please those expecting a Blade style vampire film but to fans of Ferrara used to his themes this will be very enjoyable."
Casper (1995),"Who says there are no such things as ghosts? Not if there is the ghostly inhabitants of Whipstaff Manor in Friendship, Maine! This desolate mansion is then, in the words of one of the members of the Ghostly Trio of Whipstaff, 'intruded' by Kat Harvey (Christina Ricci) and her eccentric father Dr. James Harvey (Bill Pullman), a ghost therapist. Carrigan Crittenden (Cathy Moriarty) had hired Dr. Harvey to exorcise the ghosts, including Casper the friendly ghost and his three obnoxious uncles, Stretch, Fatso and Stinkie, aspiring to gain Whipstaff's 'buried gold'.

Intertwining humour, all-time fun and a modern Cinderella story, 'Casper' promises to please as a movie which is compelling, hilarious, captivating, heart-warming, witty and above all, truly 'fleshtastic'.

'Casper' is recommended for any audience, regardless of age. At the time I am submitting this review I am currently 17, turning 18, but 'Casper' still manages to appear endearing and ultimately special. The magic of Bill Pullman, Christina Ricci as well as that of director Brad Silberling, executive producer Steven Spielberg, and other producers weaves between each and every scene to eventually lift us off our feet. Above all, I LOVE THIS MOVIE! Casper is my all time favourite character. Truly fantastic. You won't BOOlieve it until you see it."
Congo (1995),"I remember watching 'Congo' in the cinema back in 1995 and I loved it! It was only afterwards did I realise how much other people (and when I say 'other people' I generally mean the critics!) absolutely hated it. And, although I obviously don't agree, I can see why - from a certain point of view.

In 1993 'Jurassic Park' was epically adapted from a Michael Crichton novel and... well, the Box Office and impact on films and popular culture spoke for itself. Therefore, when 'Congo' was pitched from another Crichton novel, it was 'sold' to the masses as 'Jurassic Park with gorillas.' Yes, if you saw any of the trailers or marketing material around the time of its release, you'd get the impression the human stars were going to be going up against hordes of savage, mutated gorillas in the jungle. And, although that does happen, it can hardly be described as the 'main' portion of the film. In fact... would it be a 'spoiler' to say that the 'bad gorillas' only come into the story in the final act?

What 'Congo' is about is a bit of a 'mish-mash.' You have a scientist (Dylan Walsh) who's trained a gorilla to use sign language and to 'speak' through the help of a virtual-reality glove, returning her to the film (in the 'Congo' - surprise!), teaming up with an ex CIA operative (Laura Linney) who's looking for her ex fiancé because he disappeared while searching for a new form of diamond for a telecommunications company. Throw in an eccentric Hungarian (Tim Curry) who's looking for a lost city in the jungle and a suave British local guide (Ernie Hudson) and you generally have a lot going on. Is it any wonder that the film-makers simple figured it would be easier just to sell it as 'Jurassic Park with gorillas?'

However, despite having a lot to cover plot-wise, it's actually pretty good. It's not so much about 'man versus mutant gorilla,' rather the group versus everything you'd expect (and more!) to find in that area of the world. You have the local tribes, the harsh elements, corrupt military and hungry, hungry hippos (yes, seriously). First of all, it's an adventure film. The bad gorillas are simply one part of a much bigger film.

It's no dramatic masterpiece. In fact, Laura Linney and Dylan Walsh are two pretty uninspiring leads. The true outstanding performances come from Ernie Hudson and Tim Curry who - probably - should have been the two leads as their bantering and performances is what makes the film (in terms of human leads).

The other notable 'cast members' are the gorillas themselves. Although computer effects did wonders at bringing dinosaurs back a few years earlier, the technology still wasn't there to make furry gorillas look realistic, so animatronics and practical effects were used instead. These were masterminded by Stan Winston and, although they aren't perfect, they are as pretty close to holding up today as any film made in 1995.

If you're expecting a wall-to-wall action film where man must survive against great big, nasty gorillas who are picking them off one by one, then you won't find it here. If, however, you're looking for a good old fashioned action/adventure film that could be watched by all the family on a Saturday afternoon, then this will certainly kill a couple of hours."
Devil in a Blue Dress (1995),"Devil In A Blue Dress takes the classic Raymond Chandler mystery form and uproots it just a smidge, setting it in the African American community of 1948 Los Angeles, with terrific results. Noir takes on a double meaning (naughty pun) as WWII vet turned private eye Ezekial ""Easy"" Rawlins (Denzel Washington) finds himself mired in the quick sands of corruption, coersion and murder most foul after taking on a job that's led him straight to the dirtiest little secret in town. After he accepts a missing persons inquiry from mysterious DeWitt Allbright (Tom Sizemore, first shady and then downright scary when we see what he's really about), he finds himself searching for a girl named Daphne (Jennifer Beals) a runaway with ties to a very powerful politician (Maury Chaykin makes your skin creep and crawl) with some seriously disturbing extra curricular activities. Rawlins recognizes danger when he sees it and tries to back out, but by then he knows too much and it's way late in the game. Now he must navigate the scene like the pro he to escape not only with answers, but perhaps his life. Washington gives him the underdog treatment, a worn out gumshoe who still has some grit left, enough for one last ride in any case. There's an L.A. Confidential type feel to the plot in the sense that it ducks some conventions in order to service true surprise from its audience. Sizemore is a charming viper as the kind of dude you never want to trust (isn't he just the best at playing that?) and Beals subverts the damsel in distress archetype by injecting her performance with a jolt of poison. In terms of L.A. noir this baby is fairly overlooked, but holds its own to this day. Watch for Don Cheadle as well."
Johnny Mnemonic (1995),"Author William Gibson, a Leader in the ""Cult of Cyber-Punk"" World, Wrote the Screen-Play from His Own Story.

Kneau Reeves, in an Exercise Exploring the Possibilities of Becoming a Better Actor,

Shouts Lines with Over Gesture.

More Lessons in the Art of Acting Needed Forth-With.

The Computer Graphics, circa 1995, are State of the Art, and Look Like Painting with an Electric Brush.

It has a Sort of Retro-Charm Today.

The Story is a Simple One.

Reeves Mnemonic, has a Brain that has been ""Wet-Wired"" with a Device to Store Memory.

This Makes Him a Cyber-Courier.

He Overloads on the Data Causing Him Impending Death and Immediate Convulsions.

The Yakuzi have been Hired to Retrieve Reeves' Head (literally), because the Information is in High Demand from ""Take Over the World"" Types.

The Info Contains a Cure for a Current Spreading Virus NAS, that was Caused by Electronic Pollution from all of Society's Plug-In Demands.

Dolph Lundgren Shows Up as an Apocalyptic Preacher Stereotype and Almost Steals the Show from the Real-Life Actors,

Chanting ""Come to Jesus"" as He Ministers Death and Destruction.

An Underrated, Little Appreciated Stab at Turning the Quickly Evolving Internet and Computers that was Very New in 1995.

Certainly Not as Good as the Sum of its Parts. Some Things Resonate and are Prophetic.

But Some Things Miss the Mark of Predicting the Future Technology.

It's Loads of Fun and Stuff and Tries Hard at its Dystopian Vision.

It Smacks of too Much Hollywood and Not Enough from the Emerging Silicon Valley.

As an Entertainment, a Relic Worth a Watch."
Kids (1995),"There are two highly, and deservedly, controversial movies dealing with the issues of drug and alcohol abuse, underage sex, lack of control, and the preteen and teenage minority of urban America. One of them is ""Kids"" and the other is ""Bully."" The former is a haunting work of art; the latter is a clunk of garbage. Both were directed by the same man, Larry Clark. I saw ""Bully"" first about a year ago and I was blown out of my mind by how offensive and atrociously cruel that movie was and how it redeemed itself in no way. I initially condemned Mr. Clark as a director and vowed never to see another movie of his again.

Then I happened to see the Siskel & Ebert review for his first movie ""Kids"" and after much deliberation, decided to give this controversial filmmaker a second chance. I am so glad that I did.

In many respects, ""Kids"" and ""Bully"" are much the same movie. They're both frighteningly brutal, appalling in their explicit content and vulgar dialogue, and they expose the nasty undercurrents in the younger generations of today, especially in urban cities where parental control (or control of any kind) seems all but present. So why is ""Kids"" a great movie and ""Bully"" an awful one? Because while ""Bully"" only pretended to have a purpose, ""Kids"" *has* a purpose and it never once dumbs down on that. It's a sick and disgusting picture, but it's also somewhat of a wake-up call. And I can fairly say now that as a reviewer and film-goer, I can forgive Mr. Clark.

""Kids"" is set in the drug-riddled streets of New York. We see very little of parents, or adults for that matter, and focus on a group of rambunctious, vulgarity-spitting, lecherous teenagers who are devoted to getting drunk, abusing drugs, and giving away their virginity. The most sickening of them is Telly (Leo Fitzpatrick). Not because he can charm young girls enough to seduce them into deflowering them, but because he's simultaneously signing their death warrants with the HIV virus. One of his victims (Chloe Sevigny) discovers she has AIDS because of her one-night stand with him and as she slowly suffers, searches the city to confront him. Meanwhile, Telly is trying to seduce his next victim while he and a group of other nasty individuals roam unsupervised through a place as horrific as any drug underworld. More shocking is that this is just a day in the life for them.

Even more shocking is the daunting realization that this is one hundred percent accurate and we must commend Mr. Clark and screenwriter Harmony Korine, the latter in particular. His screenplay is the core of why this picture is so powerful. He writes his dialogue without any apparent flow or structure, as if the behavior of his characters are not even up to him. The actions of the characters are unpredictable, as they would be. I also really commend him for his choice to not close up with an obligating-style ending, but to choose a really haunting, crusher of one instead. And Mr. Clark shoots his film in a strong, visual-focused documentary approach with long takes from his camera swinging back and forth between the gossiping teenagers. He also pays good attention to their surroundings, showing the conditions and lack of concern from their peers and elders that resulted in their being this way. Because he has a screenplay that is focused and sharp (""Bully"" did not) his movie has a purpose and even his seemingly pornographic shots have a purpose as well.

The content is oftentimes appalling, but it also has a purpose. This time I must appreciate Mr. Clark's boldness and reluctance to be contrived. Whereas I got the sense he was indulging the drug use and sex in ""Bully,"" here he clearly defines his intentions of turning our stomachs. These particular kids are scum and they are a product of their scummy environment. He wants to show us that. So the scenes of underage sex are jaw-dropping. They do not turn on the audience; they appall. Furthermore, he does not flood the screen with images of naked teenage bodies and relies on our imagination at crucial moments to exploit the real horror. He balances the explicit and implicit with professional craftsmanship.

""Kids"" is a very tough movie to watch and tough to enjoy, but I must confess that it is, to my mind, a truly great film. As I sat there watching it, I was appalled and disgusting and flabbergasted, but at the same time, I was drawn in. Mr. Clark's brilliant portrait of the bad side of humanity in our younger generation grips you by the throat and he never lets go. Not once. He's also got some very strong performances from his cast which include Leo Fitzpatrick, a very young Rosario Dawson, Chloe Sevingy, and the late Justin Pierce whose brilliant performance reminds me so much of the scumbags that I had the displeasure to know in my adolescent years. I personally managed to avoid their paths of life and now looking at ""Kids,"" I am even more thankful that I did."
Mute Witness (1994),"At first this movie really had my full attention. I'm not saying this was an original movie, like I had never seen before, but it sure had something to offer that really appealed to me. It's a pity that it all went wrong in the second half of the movie.

Billy Hughes is a mute make-up artist who works on an American slasher movie that's being shot in Moscow. One fine evening she witnesses the making of a snuff movie in the studio where her crew works. Now she has to try to escape from the murderers (Russian people who work in her film crew), to stay alive and to convince the authorities that the murder that she witnessed is real.

I like to watch good thrillers and I'm a fan of European movies, because most of the time they pay more attention to the character development and the story. Even though this movie sometimes reminds me of a Hitchcock movie and even though it has a European cast and director, it can't convince me all that much. It has some good potential, but somehow they have messed it up and made it look like a mediocre Hollywood movie. The story is quite original, the locations are nice, but it is the acting that doesn't always do the trick. I'm not saying the actors are bad, but they aren't great either. I guess there are people who really love this movie, but I'm certainly not one of them. I give it a 5/10."
"Prophecy, The (1995)","THE PROPHECY, the first in a series of films about fallen angels warring on Earth, is a hoot. It features some truly zany scenes, usually involving 'good' angel Eric Stoltz fighting against the forces of evil, and a stand-out performance from Christopher Walken who toplines as the angel Gabriel.

Walken is one weird guy, and he's never been weirder than in this film. Writer/director Gregory Widen gives Walken some great dialogue to play with, which adds immeasurably to the fun. The storyline is all over the place really, mixing in some police procedural stuff with De Niro-lookalike cop Elias Koteas, a cameo for Lucifer himself (Viggo Mortensen, raising his profile) and a superfluous appearance for CANDYMAN's Virginia Madsen.

Despite the film's sometimes slightly aimless feel, for the most part it works. The storyline is punctuated by moments of creepiness and graphic violence and for the most part it feels fresh and original. In fact, it did so well that sequels followed..."
Something to Talk About (1995),"Julia Roberts (Notting Hill, Runaway Bride) plays Grace Bichon, a working woman who works for her dad and keeps leaving her only daughter behind every place she goes. The casting by Marion Dougherty is brilliant. Mother/Julia Roberts; daughter /Brett Cullen; and sister/Kyra Sedgwick have the same speech pattern and same lips! There is something about their mouths that makes them really match. The cast is full of pros: Dennis Quaid (The League), Gena Rowlands (Hope Floats), and one of my favorites Robert Duvall (Wrestling Ernest Hemingway, The Apostle). He is of the top actors of the American Cinema, Oscar winner and many times nominated for all the prestigious awards available.Two treasures! Dennis Quaid and Robert Duvall. They can surely transform themselves! Eddie Bichon, played by Dennis Quaid, is cheating in his wife and she raises an uproar. She gets the entire family, friends and town are all involved, and Grace makes a point of going out of her way to spread the news of who is cheating and with whom. The movie gets funny as Grace takes vengeance at her own hands including giving Eddie a near death experience with her special chemistry in cooking helped by a special recipe from her Aunt. Kyra Sedwick (Singles, Phenomenon) has so many funny lines. She is my favorite character in this movie. Kyra Sedwick was nominated for Golden Globe for Best Performance by an Actress in a Supporting Role in a Motion Picture for this part. I think that those supporting roles are really good and many times the actor can explore his or her craft more than the actor who has the lead. I have the tape and enjoy watching it. I love: the customs, the stable, horses, and equine competition atmosphere in the movie.

My favorite line: ""Sometimes a near death experience helps to keep things in perspective"" Emma Rae is in bed almost falling asleep: Grace ""Are you up?"". Emma Rae: "" Not technically!"" My favorite Scene: Emma Rae kicking her brother -in -law after she helped him to come in the second floor of the house through the window. Nice looking movie! Good for the eyes! Full of fine lines!"
